"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
335682,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Aspect Internal compiler Error when Aspects are Annotation Based","2011-02-03 15:14:05"
114332,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Reflection API not detecting ITD method correctly in all circumstances","2005-11-22 02:55:10"
113796,"AspectJ","Compiler","aclement","RESOLVED","FIXED","ClassFormatError: empty interface (invalid method code length)","2005-11-03 10:57:39"
105479,"AspectJ","Compiler","aclement","RESOLVED","FIXED","[jdt-compiler]error with covariant return types","2005-11-01 15:31:38"
43972,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","Static crosscutting makes interfaces unusable for javac","2004-01-30 12:54:12"
256400,"AspectJ","IDE","AJDT-inbox","RESOLVED","FIXED","An internal error occurred during: ""Delete and update AspectJ markers for CoreSource"".","2008-11-27 12:59:26"
113510,"AspectJ","Compiler","avasseur","RESOLVED","FIXED","readAspect","2005-11-02 05:36:01"
82765,"AspectJ","IDE","aclement","RESOLVED","FIXED","add ASM support for Java 5 annotations and enums","2005-03-24 11:36:04"
173729,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Incremental Compilation Fails on ITD of Aspect","2007-11-07 04:06:49"
57436,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","Java 1.5 fails to run classes produced by ajc","2004-05-13 05:09:54"
39470,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","Repeating a compilation multiple times produces class files that vary in size","2003-08-28 08:06:15"
252285,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Generated methods for generic ITD field need BRIDGED access flag","2008-10-28 12:24:56"
112783,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Problem with constructor ITDs","2005-11-07 08:59:12"
140357,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","NPE or StackOverflow when resolving reference pointcut in ReflectionWorld","2007-07-29 09:19:47"
290030,"AspectJ","Docs","aspectj-inbox","RESOLVED","FIXED","Mention the need for scoping pointcuts to limit unnecessary processing","2009-09-23 20:26:07"
115250,"AspectJ","Compiler","aclement","RESOLVED","FIXED","no error with parameterized around return type on incompatible join point","2005-11-22 03:23:58"
60015,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","NPE, Incorrect XLint:unmatchedSuperTypeInCall warning","2012-04-03 15:46:59"
219850,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","NPE - CoreOutputLocationManager.java:114","2008-03-14 16:34:37"
40774,"AspectJ","IDE","mik.kersten","RESOLVED","FIXED","task list icons don't show in ajbrowser","2003-08-28 06:45:06"
103051,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Declare Soft not Affecting Explicit Adviceexecution","2012-04-03 16:08:44"
122801,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","circular-pointcut message when redefining/reusing pertarget pointcut","2006-05-31 03:43:47"
112105,"AspectJ","Compiler","aclement","RESOLVED","FIXED","summary of ITD generics work.","2005-11-25 08:42:49"
117209,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Runtime error - Stack size too large, Bug#69706 related.","2005-12-07 05:24:59"
322039,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Fully qualified ITD has incorrect handle identifier","2010-08-20 10:49:24"
111779,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Crazy incremental weaving generic ITD problems.","2005-10-27 14:11:45"
113531,"AspectJ","Compiler","aclement","RESOLVED","FIXED","NullPointerException during incremental compilation of aspect","2012-04-03 14:24:31"
271201,"AspectJ","Build","aspectj-inbox","RESOLVED","FIXED","[handles] [inpath] Invalid handles for ITDs on in path","2009-04-16 23:24:33"
224962,"AspectJ","Ant","aspectj-inbox","RESOLVED","FIXED","AjcTask doesn't work with Java6","2008-04-01 00:48:50"
111317,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Move the AST rewrite analyzer to AJDT so we can remove the horrible jface text dependency.","2005-11-30 07:02:49"
113257,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Incremental Compilation Bug: parameter not bound with no parameter","2005-12-14 06:37:30"
222648,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[Generics + ITD] Strange 'return types don't match' error when trying to override","2008-08-21 10:02:01"
82730,"AspectJ","AJDoc","mik.kersten","RESOLVED","FIXED","investigate incomplete class index when using 1.5","2005-08-25 04:18:39"
112880,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","fail to compile: java.lang.IllegalStateException at org.aspectj.weaver.ResolvedMemberImpl.parameterizedWith(ResolvedMemberImpl.java:551)","2005-11-28 06:52:28"
290137,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","StackOverflowError: infinite recursion in org.aspectj.weaver.ReferenceType.isAssignableFrom()","2010-01-08 19:22:40"
104160,"AspectJ","Compiler","aclement","RESOLVED","FIXED","ClassCastException during build","2005-11-07 09:54:59"
39458,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","Compiler crash in ajc 1.1","2003-08-28 08:05:36"
40858,"AspectJ","Compiler","aspectj","RESOLVED","FIXED","super-qualified pointcut reference cause weaver stack trace","2003-08-28 06:38:26"
115235,"AspectJ","Compiler","hlhawkins","RESOLVED","FIXED","StackOverflowError on circular pointcut iff aspect parameterized","2012-04-03 15:53:28"
37899,"AspectJ","Docs","eh-ajdev","RESOLVED","FIXED","Document or address limitations on handler pointcut/joinpoints","2003-12-08 08:38:38"
230075,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","org.aspectj.weaver.BCException: bad bytecode in org.aspectj.weaver.bcel.BcelShadow.createMethodGen:3479","2008-06-12 01:46:12"
251940,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[plan] [compilation] Compiler error when using implements and pertarget","2008-10-24 16:39:01"
186673,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","iajc/ajc can't handle jars not ending in exactly .jar","2012-04-03 16:07:50"
40807,"AspectJ","Ant","wes","RESOLVED","FIXED","AjcTask uses current dir as dest dir if unspecified","2003-10-01 01:32:08"
114504,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","pertarget conflict with !pointcut?","2005-11-24 03:32:52"
276399,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","incremental build leaves relationship hanging around in the model","2009-05-15 02:20:32"
37576,"AspectJ","Ant","wes","RESOLVED","FIXED","Ant task switches {boot}classpath entities in 1.1rc2","2003-05-13 23:23:50"
155347,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","NPE during compilation of class file with pointcuts","2008-06-10 16:48:52"
29699,"AspectJ","Docs","eh-ajdev","RESOLVED","FIXED","call join points in 1.1b2 und 1.1b4","2003-08-28 08:05:04"
349398,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Abstract generic aspect leads to java.lang.ClassFormatError: Duplicate method name&signature in class file","2011-06-16 08:31:18"
237419,"AspectJ","Compiler","AJDT-inbox","RESOLVED","FIXED","Generics and @Around aspects corrupt class file format","2008-06-17 14:14:21"
167197,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Compiler crashes with a ClassCastException when weaving generic classes parameterized with an array type","2008-03-17 13:03:26"
330170,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","SIOOBE seen on STS","2011-01-20 16:27:01"
52928,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","Private members introduced via an interface are visible to the class","2004-03-18 17:40:04"
41536,"AspectJ","Compiler","eh-ajdev","RESOLVED","FIXED","Debug information getting lost in weaver ?","2012-04-03 16:18:23"
105429,"AspectJ","Compiler","avasseur","RESOLVED","FIXED","jrockit and ajc10x.test222 fail","2005-12-06 11:41:23"
111667,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Produce a compile warning when default advice precedence is applied","2005-11-30 14:03:37"
110788,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Should not be able to mark a class as implementing multiple parameterizations of a generic type using decp","2005-09-30 08:16:31"
116305,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Unexpected error: can't determine implemented interfaces of missing type","2005-11-16 11:08:52"
327141,"AspectJ","AJBrowser","aspectj-inbox","RESOLVED","FIXED","ClassCastException in compiler when declare annotation on a constant field","2011-10-03 18:41:59"
104220,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","adviceexecution() toShort/long string","2005-11-08 13:16:12"
40256,"AspectJ","IDE","mik.kersten","RESOLVED","FIXED","need incremental compilation restrictions blurb","2003-08-28 06:39:55"
40194,"AspectJ","IDE","mik.kersten","RESOLVED","FIXED","error handling during build config parsing","2003-08-28 06:39:43"
39626,"AspectJ","Compiler","mik.kersten","RESOLVED","FIXED","Compiler error when compiling a buggy class","2003-08-28 06:38:55"
40257,"AspectJ","IDE","mik.kersten","RESOLVED","FIXED","parsing of ""../"" paths in LST files is broken","2003-08-28 06:40:19"
41125,"AspectJ","Compiler","eh-ajdev","RESOLVED","FIXED","LocalVariableTable sometimes gets BCEL-supplied parameter names","2004-01-29 08:57:59"
220285,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","support annotation value matching","2008-02-25 20:12:04"
38717,"AspectJ","IDE","mik.kersten","RESOLVED","FIXED",""".lst"" file parsing errors should include sourceline information","2003-08-23 14:27:00"
156965,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[3.2 compiler] Can't compile under Java 6","2008-01-22 13:13:50"
128650,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Performance and memory usage","2006-04-04 14:26:17"
54238,"AspectJ","IDE","mik.kersten","RESOLVED","FIXED","Restore build cancelling to Swing-based IDEs","2004-04-27 15:05:36"
309743,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Type System support annotations optional","2010-06-30 11:00:05"
48990,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Special case if(false) to not require a dynamic test","2012-04-17 10:26:01"
48074,"AspectJ","IDE","mik.kersten","RESOLVED","FIXED","Surface AspectJ parser through ajde","2004-02-19 08:41:42"
83890,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","incremental: only do a full build if pointcuts change","2006-09-25 09:24:19"
193065,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Improve the extensibility of AspectJ weaver to support PointcutDoctor","2012-04-03 15:32:55"
103741,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Problem turning off Java 5 Support with @annotation pointcut (TypeX.java:821)","2005-11-04 04:05:23"
113554,"AspectJ","IDE","mik.kersten","RESOLVED","FIXED","support ajsym file generation for command line builds","2005-11-07 22:04:22"
41254,"AspectJ","IDE","mik.kersten","RESOLVED","FIXED","revise asm and create interfaces","2003-08-28 08:02:53"
48079,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Extend test coverage for aspect libraries and incremental compilation","2004-10-21 04:32:45"
31460,"AspectJ","Compiler","matthew_webster","RESOLVED","FIXED","Weaving class loader","2004-04-02 07:31:28"
56779,"AspectJ","IDE","mik.kersten","RESOLVED","FIXED","[ajdoc] add ajdoc support for inter-type declarations and other declare forms","2005-10-05 12:14:34"
35636,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","Compiler running into memory problems","2004-02-19 08:39:16"
107741,"AspectJ","Library","matthew_webster","RESOLVED","FIXED","Update WeavingURLClassLoader","2005-10-14 07:42:32"
40534,"AspectJ","Compiler","mik.kersten","RESOLVED","FIXED","Declare warning/error output - more detail required.","2003-08-28 06:41:58"
41571,"AspectJ","IDE","mik.kersten","RESOLVED","FIXED","asm relationships do not behave properly in an inremental environment","2004-11-18 12:37:43"
108118,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Complete implementation of @SuppressAjWarnings","2005-09-29 11:43:11"
36430,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Support -Xreweavable option","2004-02-24 08:58:45"
62606,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","ITCs don't run field initialisers","2005-11-03 12:13:21"
292264,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Enhance declare error to support type patterns","2010-04-16 13:10:15"
36071,"AspectJ","Compiler","mik.kersten","RESOLVED","FIXED","ajc 1.1 rc1 should copy resources similar to java compiler","2003-08-23 14:25:15"
95516,"AspectJ","Compiler","matthew_webster","RESOLVED","FIXED","aop.xml -outjar","2005-11-09 02:45:55"
40943,"AspectJ","Compiler","mik.kersten","RESOLVED","FIXED","Binary weaving should copy non-Java resources from ""-injars"" to ""-outjar""","2012-04-03 16:18:15"
35547,"AspectJ","Compiler","aclement","RESOLVED","FIXED","memory footprint in weaver","2006-03-27 03:44:16"
93253,"AspectJ","Compiler","aclement","RESOLVED","FIXED","-XlazyTjp should be default, and -XlazyTjp Lint warning not always given","2005-11-02 03:27:35"
54721,"AspectJ","Compiler","eh-ajdev","RESOLVED","FIXED","add this to API","2004-03-19 15:53:49"
364525,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","upgrade to Java7 (Eclipse 3.7.1)","2012-04-03 11:54:54"
108122,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Complete the MAP or disable in AJ 5","2005-10-04 12:28:33"
48076,"AspectJ","Compiler","matthew_webster","RESOLVED","FIXED","Develop a benchmark suite for AspectJ runtime and weavetime performance","2005-03-22 08:33:06"
303758,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","[ltw][memory][perf] Empty array instances should be merged","2010-04-16 13:10:15"
46347,"AspectJ","Compiler","aclement","RESOLVED","FIXED","-inpath instead of -injars so directories can be passed in.","2004-02-26 06:35:22"
238666,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","Allow the ltw configuration to be directly specified rather than discovered on the classpath","2008-08-06 14:13:27"
40192,"AspectJ","IDE","aclement","RESOLVED","FIXED","build cancel during weaving","2004-03-19 10:14:29"
108117,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Complete implementation of abstract generic aspects","2005-10-27 14:14:40"
95529,"AspectJ","Compiler","avasseur","RESOLVED","FIXED","concrete-aspect","2005-11-12 13:53:18"
73050,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Type patterns with numbers incorrectly match anonymous and local classes.","2005-11-04 08:15:01"
48080,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Context information in declare warning/error messages","2004-03-15 11:42:34"
91417,"AspectJ","Compiler","aclement","RESOLVED","FIXED","-Xreweavable should be the default","2012-04-03 16:08:22"
39842,"AspectJ","Ant","wes","RESOLVED","FIXED","allow use of an environment variable to set compiler arguments","2003-08-28 08:07:51"
398588,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","Using aspect 'requires' clause causes all aspects with 'requires' clauses not be loaded regardless","2013-01-22 11:29:46"
432608,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Compiler stackoverflows in ReferenceType.setDelegate","2014-04-14 11:45:25"
42683,"AspectJ","IDE","mik.kersten","RESOLVED","FIXED","exception on compiling or switching to ajc","2003-09-09 01:09:53"
49787,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","Compiler throws NullPointerException","2004-03-19 09:53:45"
474749,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","Asjpect Crashing with Java 1.8 and Weblogic 12.1.3","2015-09-08 11:04:32"
82989,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Compiler error due to a wrong exception check in try blocks","2005-08-25 03:20:52"
50776,"AspectJ","Compiler","aclement","RESOLVED","FIXED","fail in compiling aspect with overriding method introduction with different throws clause","2004-03-19 09:44:49"
433744,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","ajc 1.8.0 cannot compile the implementation of an interface with default methods","2014-04-30 18:18:44"
353457,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","NPE when saving an aspect - Aspectj Internal Compiler Error","2011-09-08 11:12:24"
458660,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","abort ABORT -- (IllegalArgumentException) info cannot be null","2015-01-28 18:38:13"
128237,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[@AspectJ] NPE on @AJ code with pointcut which contains logical OR operation.","2012-04-03 15:50:16"
28703,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","Program crashes 1.1 beta 2","2003-01-07 15:34:39"
29959,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","super call in intertype method declaration body causes VerifyError","2003-02-13 16:00:54"
